지점,지점명,일시,기온(°C),기온 QC플래그,강수량(mm),강수량 QC플래그,풍속(m/s),풍속 QC플래그,풍향(16방위),풍향 QC플래그,습도(%),습도 QC플래그,증기압(hPa),이슬점온도(°C),현지기압(hPa),현지기압 QC플래그,해면기압(hPa),해면기압 QC플래그,일조(hr),일조 QC플래그,일사(MJ/m2),일사 QC플래그,적설(cm),3시간신적설(cm),전운량(10분위),중하층운량(10분위),운형(운형약어),최저운고(100m ),시정(10m),지면상태(지면상태코드),현상번호(국내식),지면온도(°C),지면온도 QC플래그,5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),30cm 지중온도(°C)
108,서울,2025-01-06 12:00,2.7,,0,,3.6,,290,,73,,5.4,-1.6,1004.8,,1015.5,,0.1,,0.91,,1.2,,8,8,Sc,6,434,,19,-0.2,,-0.1,-0.3,0.7,1.5
108,서울,2025-01-06 13:00,2.9,,,9,3.8,,290,,68,,5.1,-2.4,1004.3,,1015,,0.6,,1.59,,0.5,,7,7,Sc,7,412,,4019,-0.2,,-0.1,-0.3,0.5,1.2
108,서울,2025-01-06 14:00,2.7,,,9,3.9,,290,,65,,4.8,-3.2,1004.1,,1014.8,,0.5,,1.26,,,,6,6,Sc,8,482,,40,0.2,,-0.1,-0.3,0.5,1.2
108,서울,2025-01-06 15:00,2.4,,,9,4,,290,,64,,4.6,-3.7,1004.5,,1015.2,,0.5,,0.82,,,,4,4,Sc,9,484,,40,0.2,,-0.1,-0.3,0.5,1.3
108,서울,2025-01-06 16:00,2,,,9,3.6,,270,,62,,4.4,-4.5,1005.3,,1016,,0.6,,0.72,,,,5,5,Sc,11,562,,40,-0.2,,-0.1,-0.3,0.5,1.3
108,서울,2025-01-06 17:00,1.2,,,9,4.5,,290,,65,,4.3,-4.6,1005.9,,1016.7,,0,,0.16,,,,3,3,Sc,9,514,,40,-0.2,,-0.1,-0.3,0.5,1.2
108,서울,2025-01-06 18:00,0.2,,,9,3.6,,290,,66,,4.1,-5.4,1006.7,,1017.5,,0,,0.02,,,,6,6,Sc,9,592,,40,-0.2,,-0.1,-0.4,0.4,1.2
108,서울,2025-01-06 19:00,-0.7,,,9,2.9,,270,,65,,3.8,-6.4,1007.4,,1018.2,,,9,,9,,,0,0,,,805,,40,-0.6,,-0.1,-0.3,0.4,1.2
108,서울,2025-01-06 20:00,-1.3,,,9,3.3,,270,,64,,3.6,-7.2,1007.9,,1018.8,,,9,,9,,,0,0,,,1438,,40,-0.9,,-0.1,-0.3,0.4,1.3
108,서울,2025-01-06 21:00,-1.8,,,9,3,,290,,59,,3.2,-8.7,1008.6,,1019.5,,,9,,9,,,1,1,Sc,10,2378,,,-1.1,,-0.1,-0.3,0.4,1.2
108,서울,2025-01-06 22:00,-2.4,,,9,4.5,,270,,57,,2.9,-9.7,1008.9,,1019.8,,,9,,9,,,0,0,,,2818,,,-1.5,,-0.1,-0.3,0.5,1.2
108,서울,2025-01-06 23:00,-2.8,,,9,2.5,,250,,61,,3,-9.2,1008.9,,1019.8,,,9,,9,,,0,0,,,2704,,,-1.6,,-0.1,-0.3,0.5,1.2
108,서울,2025-01-07 0:00,-3,,,9,2.9,,270,,61,,3,-9.4,1008.7,,1019.6,,,9,,9,,,1,1,,,2807,,,-1.8,,-0.1,-0.3,0.5,1.2
108,서울,2025-01-07 1:00,-3.2,,,,3.1,,270,,55,,2.7,-10.9,1008.5,,1019.5,,,9,,9,,,0,0,,,2968,,,-2.3,,-0.1,-0.3,0.5,1.2
108,서울,2025-01-07 2:00,-3.6,,,,3.9,,270,,50,,2.3,-12.5,1008.2,,1019.2,,,9,,9,,,0,0,,,3058,,,-2.7,,-0.1,-0.3,0.5,1.2
108,서울,2025-01-07 3:00,-3.9,,,,3.5,,270,,51,,2.3,-12.5,1008.6,,1019.6,,,9,,9,,,0,0,,,3042,,,-3,,-0.1,-0.3,0.5,1.2
108,서울,2025-01-07 4:00,-4.2,,,,3.4,,250,,53,,2.4,-12.3,1008,,1019,,,9,,9,,,0,0,,,2807,,,-3.3,,-0.1,-0.3,0.5,1.2
108,서울,2025-01-07 5:00,-4.4,,,,2.2,,290,,53,,2.3,-12.5,1007.7,,1018.7,,,9,,9,,,0,0,,,2900,,,-3.5,,-0.1,-0.4,0.4,1.2
108,서울,2025-01-07 6:00,-5,,,,1.9,,290,,55,,2.3,-12.6,1007.8,,1018.8,,,9,,9,,,0,0,,,2645,,,-3.8,,-0.1,-0.3,0.5,1.2
108,서울,2025-01-07 7:00,-5.1,,,,2.1,,270,,54,,2.3,-12.9,1007.8,,1018.8,,,9,,9,,,0,0,,,2433,,,-4,,-0.1,-0.3,0.5,1.2
108,서울,2025-01-07 8:00,-5.7,,,,0.7,,230,,56,,2.3,-13,1008,,1019.1,,0,,0,,,,0,0,,,2570,,,-4.1,,-0.1,-0.3,0.5,1.2
108,서울,2025-01-07 9:00,-5.1,,,,1.2,,270,,55,,2.3,-12.7,1008.2,,1019.2,,1,,0.3,,,,0,0,,,2712,,,-3.5,,-0.1,-0.3,0.5,1.2
108,서울,2025-01-07 10:00,-3.3,,,,2.2,,270,,46,,2.2,-13.2,1008.2,,1019.2,,1,,0.83,,,,0,0,,,3132,,,-1.1,,-0.2,-0.3,0.5,1.2
108,서울,2025-01-07 11:00,-1.4,,,,2.8,,230,,41,,2.3,-12.9,1007.9,,1018.8,,1,,1.43,,,,0,0,,,3471,,,-0.3,,-0.2,-0.4,0.5,1.2
108,서울,2025-01-07 12:00,-0.6,,,,4.4,,250,,38,,2.2,-13.1,1007.1,,1017.9,,1,,1.81,,,,0,0,,,3862,,,0.3,,-0.3,-0.3,0.5,1.2
108,서울,2025-01-07 13:00,0.7,,,,3,,250,,40,,2.6,-11.3,1005.9,,1016.7,,1,,1.98,,,,1,1,Sc,10,2718,,,1.8,,-0.3,-0.3,0.5,1.2
108,서울,2025-01-07 14:00,1,,,,4.5,,250,,45,,3,-9.6,1005.3,,1016.1,,0.9,,1.63,,,,5,5,Sc,12,3629,,,2,,-0.3,-0.3,0.5,1.2
108,서울,2025-01-07 15:00,0.7,,,,5.4,,250,,51,,3.3,-8.3,1005.4,,1016.2,,0.7,,1.41,,,,7,7,Sc,11,3409,,,0.5,,-0.2,-0.3,0.5,1.2
108,서울,2025-01-07 16:00,0,,,,3.8,,270,,52,,3.2,-8.7,1005.9,,1016.7,,0.4,,0.58,,,,7,7,Sc,11,3167,,,-0.2,,-0.2,-0.3,0.5,1.2
108,서울,2025-01-07 17:00,-0.4,,,,3.7,,270,,57,,3.4,-7.8,1006.2,,1017,,0,,0.14,,,,6,6,Sc,12,3183,,,-0.2,,-0.2,-0.3,0.5,1.2
108,서울,2025-01-07 18:00,-1,,0,,4.2,,270,,66,,3.8,-6.5,1006.9,,1017.8,,0,,0.02,,,,9,9,Sc,9,469,,5,-0.3,,-0.2,-0.3,0.5,1.2
108,서울,2025-01-07 19:00,-1.4,,,9,2.2,,230,,69,,3.8,-6.3,1007.1,,1018,,,9,,9,0.4,,0,0,,,2945,,5,-0.4,,-0.2,-0.3,0.5,1.2
108,서울,2025-01-07 20:00,-1.7,,,9,2.5,,270,,69,,3.7,-6.6,1007.8,,1018.7,,,9,,9,0.4,,3,1,,,2758,,,-0.6,,-0.2,-0.3,0.5,1.2
108,서울,2025-01-07 21:00,-1.9,,0.1,,3.3,,270,,53,,2.8,-10.2,1008.3,,1019.2,,,9,,9,0.3,0.4,0,0,,,3917,,,-0.9,,-0.2,-0.4,0.5,1.2
108,서울,2025-01-07 22:00,-2.7,,,9,1.8,,360,,56,,2.8,-10.2,1008.3,,1019.2,,,9,,9,0.2,,0,0,,,3251,,,-1.3,,-0.2,-0.4,0.5,1.2
108,서울,2025-01-07 23:00,-3.9,,,9,0.2,,0,,58,,2.7,-10.9,1008.3,,1019.3,,,9,,9,0.2,,0,0,,,3622,,,-2.1,,-0.2,-0.4,0.5,1.2
108,서울,2025-01-08 0:00,-4.3,,,9,0.6,,290,,59,,2.6,-11.1,1008,,1019,,,9,,9,0.2,,0,0,,,3885,,,-2.9,,-0.2,-0.4,0.4,1.2
108,서울,2025-01-08 1:00,-4.4,,,,0.7,,320,,63,,2.8,-10.3,1008.2,,1019.2,,,9,,9,0.2,,0,0,,,3585,,,-3.3,,-0.3,-0.4,0.4,1.2
108,서울,2025-01-08 2:00,-4.7,,,,1.4,,270,,65,,2.8,-10.2,1008,,1019,,,9,,9,0.2,,0,0,,,3599,,,-3.6,,-0.3,-0.4,0.4,1.1
108,서울,2025-01-08 3:00,-4.1,,,,1.2,,270,,66,,3,-9.5,1008.4,,1019.4,,,9,,9,0.2,,9,9,Sc,18,3436,,,-3,,-0.4,-0.5,0.4,1.1
108,서울,2025-01-08 4:00,-4.3,,,,0.7,,320,,67,,3,-9.5,1008.2,,1019.2,,,9,,9,0.2,,0,0,,,3510,,,-3.7,,-0.4,-0.5,0.4,1.2
108,서울,2025-01-08 5:00,-4.4,,,,1.7,,290,,67,,3,-9.6,1008.5,,1019.5,,,9,,9,0.2,,0,0,,,3667,,,-4.1,,-0.4,-0.5,0.4,1.1
108,서울,2025-01-08 6:00,-4.5,,,,1,,290,,65,,2.9,-10,1008.5,,1019.5,,,9,,9,0.2,,0,0,,,3723,,,-4.3,,-0.4,-0.5,0.4,1.2
108,서울,2025-01-08 7:00,-4.5,,,,0.9,,270,,62,,2.7,-10.6,1008.8,,1019.8,,,9,,9,0.2,,0,0,,,3601,,,-4.3,,-0.4,-0.5,0.5,1.2
108,서울,2025-01-08 8:00,-4.8,,,,1.2,,290,,63,,2.7,-10.7,1009.1,,1020.1,,0,,0,,0.2,,4,4,Sc,14,2811,,,-4.2,,-0.5,-0.6,0.5,1.2
108,서울,2025-01-08 9:00,-4.1,,,,1.1,,250,,53,,2.4,-12.2,1009.6,,1020.6,,0,,0.16,,0.2,,8,8,Sc,13,3482,,,-2.5,,-0.6,-0.6,0.4,1.2
108,서울,2025-01-08 10:00,-2.9,,,,1.9,,270,,49,,2.4,-12.1,1010.1,,1021.1,,0,,0.44,,0.2,,8,4,ScCi,10,3220,,,-1.4,,-0.4,-0.6,0.4,1.2
108,서울,2025-01-08 11:00,-1.8,,,,2.5,,270,,44,,2.4,-12.4,1010,,1020.9,,0.6,,0.88,,0.2,,6,3,ScCi,11,2748,,,-0.5,,-0.4,-0.5,0.4,1.2
108,서울,2025-01-08 12:00,-1,,,,2.6,,290,,46,,2.6,-11.1,1009.3,,1020.2,,1,,1.58,,,,3,3,Sc,13,2240,,,0,,-0.5,-0.5,0.4,1.2
108,서울,2025-01-08 13:00,-0.3,,,,2.8,,250,,44,,2.6,-11.1,1008.7,,1019.5,,0.5,,1.35,,,,7,7,Sc,14,2043,,,0.6,,-0.5,-0.5,0.4,1.2
108,서울,2025-01-08 14:00,-0.1,,,,3.7,,250,,44,,2.7,-10.9,1008.1,,1018.9,,0.6,,1.23,,,,7,7,Sc,15,1993,,,0.6,,-0.5,-0.4,0.4,1.2
108,서울,2025-01-08 15:00,0.1,,,,3,,320,,45,,2.8,-10.4,1007.5,,1018.3,,0.7,,1.13,,,,1,1,Sc,17,2158,,,0,,-0.6,-0.4,0.4,1.2
108,서울,2025-01-08 16:00,-0.1,,,,4.9,,270,,44,,2.7,-10.9,1007.5,,1018.3,,0.5,,0.76,,,,3,3,Sc,16,3180,,,-0.3,,-0.5,-0.4,0.4,1.2
108,서울,2025-01-08 17:00,-1,,,,5.4,,290,,42,,2.4,-12.3,1007.9,,1018.8,,0.8,,0.44,,,,1,1,Sc,15,4328,,,-0.4,,-0.5,-0.4,0.4,1.2
108,서울,2025-01-08 18:00,-2,,,,4.4,,270,,45,,2.4,-12.3,1008.4,,1019.3,,0.2,,0.05,,,,0,0,,,4151,,,-1,,-0.4,-0.4,0.4,1.2
108,서울,2025-01-08 19:00,-2.9,,,,4.9,,270,,51,,2.5,-11.6,1008.9,,1019.9,,,9,,9,,,3,1,,,4221,,,-1.7,,-0.4,-0.4,0.4,1.2
108,서울,2025-01-08 20:00,-4.1,,,,4.3,,290,,57,,2.6,-11.3,1009.9,,1020.9,,,9,,9,,,0,0,,,3210,,,-3,,-0.5,-0.4,0.4,1.1
108,서울,2025-01-08 21:00,-5.2,,,,4.4,,290,,56,,2.3,-12.6,1010.8,,1021.9,,,9,,9,,,0,0,,,2688,,,-4.1,,-0.5,-0.5,0.4,1.2
108,서울,2025-01-08 22:00,-5.8,,,,2.9,,270,,57,,2.3,-12.9,1011.2,,1022.3,,,9,,9,,,0,0,,,2610,,,-4.6,,-0.6,-0.6,0.4,1.2
108,서울,2025-01-08 23:00,-5.7,,,9,3.7,,270,,59,,2.4,-12.4,1011.6,,1022.7,,,9,,9,,,8,8,Sc,8,2091,,5,-4,,-0.7,-0.7,0.4,1.2
108,서울,2025-01-09 0:00,-6.1,,0,,4,,290,,65,,2.5,-11.6,1011.9,,1023,,,9,,9,,,8,8,,,2015,,5,-4,,-0.7,-0.7,0.4,1.2
108,서울,2025-01-09 1:00,-7.5,,,9,5.7,,270,,51,,1.8,-15.9,1012.5,,1023.7,,,9,,9,,,0,0,,,3237,,5,-5.5,,-0.7,-0.8,0.4,1.2
108,서울,2025-01-09 2:00,-8.2,,,9,2.3,,270,,49,,1.6,-17,1012.7,,1023.9,,,9,,9,,,0,0,,,3249,,,-5.8,,-0.7,-0.8,0.4,1.1
108,서울,2025-01-09 3:00,-8.4,,0,,4.1,,270,,39,,1.3,-19.9,1013.5,,1024.7,,,9,,9,,,0,0,,,4419,,,-6.3,,-0.9,-1,0.4,1.2
108,서울,2025-01-09 4:00,-8.8,,,9,4.1,,290,,35,,1.1,-21.5,1013.5,,1024.8,,,9,,9,,,0,0,,,4662,,,-6.6,,-1,-1.1,0.4,1.2
108,서울,2025-01-09 5:00,-9.2,,,9,3.6,,290,,36,,1.1,-21.5,1013.3,,1024.6,,,9,,9,,,0,0,,,4887,,,-6.7,,-1.1,-1.2,0.4,1.2
108,서울,2025-01-09 6:00,-9.5,,,9,4.2,,270,,37,,1.1,-21.5,1013.2,,1024.5,,,9,,9,,,0,0,,,4922,,,-6.9,,-1.2,-1.4,0.4,1.1
108,서울,2025-01-09 7:00,-9.8,,,9,3.3,,290,,39,,1.1,-21.1,1013.6,,1024.9,,,9,,9,,,0,0,,,4899,,,-7,,-1.4,-1.5,0.4,1.1
108,서울,2025-01-09 8:00,-10.1,,,9,3.8,,290,,41,,1.2,-20.8,1014,,1025.3,,0,,0,,,,0,0,,,4853,,,-7.2,,-1.7,-1.6,0.3,1.1
108,서울,2025-01-09 9:00,-10.1,,,9,4.8,,270,,42,,1.2,-20.6,1014.4,,1025.7,,1,,0.34,,,,0,0,,,4520,,,-6.9,,-1.8,-1.8,0.3,1.1
108,서울,2025-01-09 10:00,-9.4,,,9,5.4,,290,,40,,1.2,-20.5,1014.7,,1026,,1,,0.94,,,,0,0,,,4543,,,-4.1,,-2.1,-1.8,0.3,1.1
108,서울,2025-01-09 11:00,-8.5,,,9,6,,270,,39,,1.3,-20,1014.4,,1025.6,,1,,1.54,,,,0,0,,,4301,,,-2,,-2.3,-1.7,0.2,1.1
108,서울,2025-01-09 12:00,-8.1,,,9,5.2,,270,,34,,1.1,-21.2,1013.7,,1024.9,,1,,1.96,,,,0,0,,,4201,,,-0.7,,-1.2,-1.6,0.2,1.1
108,서울,2025-01-09 13:00,-8.5,,,9,7.2,,290,,36,,1.2,-20.9,1013,,1024.2,,1,,2.12,,,,1,1,Sc,11,4524,,,-0.4,,-1.1,-1.4,0.2,1.1
108,서울,2025-01-09 14:00,-8.1,,,9,5.5,,290,,33,,1.1,-21.5,1012.8,,1024,,1,,2.01,,,,2,2,Sc,17,3893,,,-0.3,,-1.1,-1.4,0.2,1.1
108,서울,2025-01-09 15:00,-8,,,9,5.3,,270,,33,,1.1,-21.4,1013.1,,1024.3,,1,,1.74,,,,1,1,Sc,17,3209,,,-0.6,,-1.1,-1.4,0.2,1.1
108,서울,2025-01-09 16:00,-8.6,,,9,6.2,,290,,34,,1.1,-21.6,1013.4,,1024.6,,1,,1.19,,,,2,2,Sc,17,3261,,,-2.5,,-1.3,-1.4,0.2,1
108,서울,2025-01-09 17:00,-9.4,,,9,4.2,,290,,37,,1.1,-21.4,1014.4,,1025.7,,0.5,,0.48,,,,4,4,Sc,12,2925,,,-4.2,,-1.5,-1.5,0.2,1
108,서울,2025-01-09 18:00,-10.3,,,9,3.8,,320,,35,,1,-22.8,1015.6,,1026.9,,0,,0.04,,,,0,0,,,2781,,,-6.3,,-1.6,-1.7,0.5,1.3
108,서울,2025-01-09 19:00,-10.6,,,9,3.5,,320,,39,,1.1,-21.9,1016.6,,1028,,,9,,9,,,0,0,,,2657,,,-7,,-1.7,-1.9,0.5,1.3
108,서울,2025-01-09 20:00,-11.1,,,9,1.7,,340,,40,,1.1,-22,1017.4,,1028.8,,,9,,9,,,0,0,,,2688,,,-7.2,,-1.9,-2,0.5,1.3
108,서울,2025-01-09 21:00,-11.4,,,9,1.7,,290,,42,,1.1,-21.7,1018,,1029.4,,,9,,9,,,0,0,,,2694,,,-7.4,,-2.1,-2.2,0.5,1.3
108,서울,2025-01-09 22:00,-11.3,,,9,2.5,,270,,42,,1.1,-21.6,1018.5,,1029.9,,,9,,9,,,0,0,,,2723,,,-7.5,,-2.2,-2.3,0.4,1.3
108,서울,2025-01-09 23:00,-11.4,,,9,2.3,,270,,43,,1.1,-21.5,1019.3,,1030.7,,,9,,9,,,0,0,,,2718,,,-7.6,,-2.4,-2.5,0.3,1.2
108,서울,2025-01-10 0:00,-11.6,,,9,0.7,,320,,45,,1.1,-21.1,1019.4,,1030.8,,,9,,9,,,0,0,,,3047,,,-7.6,,-2.5,-2.6,0.3,1.2
108,서울,2025-01-10 1:00,-11.7,,,,1.1,,270,,45,,1.1,-21.2,1019.5,,1030.9,,,9,,9,,,0,0,,,3141,,,-7.6,,-2.6,-2.7,0.2,1.2
108,서울,2025-01-10 2:00,-11.7,,,,1.3,,320,,46,,1.1,-21,1019.9,,1031.4,,,9,,9,,,0,0,,,3324,,,-7.7,,-2.7,-2.8,0.2,1.1
108,서울,2025-01-10 3:00,-11.6,,,,1.5,,290,,47,,1.2,-20.6,1020.5,,1032,,,9,,9,,,0,0,,,3072,,,-7.7,,-2.8,-3,0.1,1.1
108,서울,2025-01-10 4:00,-11.6,,,,2.2,,340,,49,,1.2,-20.1,1020.5,,1032,,,9,,9,,,0,0,,,3308,,,-7.8,,-2.9,-3.1,0.1,1.1
108,서울,2025-01-10 5:00,-11.6,,,,2.6,,340,,49,,1.2,-20.1,1020.7,,1032.2,,,9,,9,,,0,0,,,3131,,,-7.9,,-3,-3.1,0.1,1.1
108,서울,2025-01-10 6:00,-11.5,,,,2.5,,320,,49,,1.2,-20.1,1020.8,,1032.3,,,9,,9,,,0,0,,,3335,,,-8,,-3.1,-3.3,0,1
108,서울,2025-01-10 7:00,-12,,,,0.9,,320,,52,,1.3,-19.8,1021.4,,1032.9,,,9,,9,,,0,0,,,3098,,,-8,,-3.2,-3.4,0,1
108,서울,2025-01-10 8:00,-12.1,,,,1.3,,20,,52,,1.3,-19.9,1021.6,,1033.1,,0,,0,,,,0,0,,,3117,,,-7.9,,-3.3,-3.5,0,1
108,서울,2025-01-10 9:00,-11.2,,,,1.3,,250,,50,,1.3,-19.5,1021.7,,1033.1,,1,,0.32,,,,0,0,,,3800,,,-7.2,,-3.5,-3.5,-0.1,1
108,서울,2025-01-10 10:00,-8.8,,,,1.5,,270,,48,,1.5,-17.8,1022.1,,1033.4,,1,,0.9,,,,0,0,,,3569,,,-3.7,,-3.4,-3.4,-0.2,0.9
108,서울,2025-01-10 11:00,-7.8,,,,2.6,,290,,46,,1.6,-17.4,1022.1,,1033.4,,1,,1.52,,,,0,0,,,4051,,,-1.4,,-2.8,-3.1,-0.3,0.8
108,서울,2025-01-10 12:00,-5.4,,,,1.8,,200,,44,,1.8,-15.7,1021.7,,1032.9,,1,,1.89,,,,0,0,,,3629,,,-0.1,,-2.3,-2.8,-0.5,0.5
108,서울,2025-01-10 13:00,-4.4,,,,1.6,,250,,42,,1.8,-15.4,1020.5,,1031.6,,1,,2.06,,,,0,0,,,3861,,,1.2,,-1.9,-2.3,-0.5,0.6
108,서울,2025-01-10 14:00,-3.4,,,,1.2,,320,,38,,1.8,-15.7,1019.7,,1030.8,,1,,2.01,,,,0,0,,,3596,,,2.4,,-1.7,-1.9,-0.4,0.6
108,서울,2025-01-10 15:00,-2,,,,2,,200,,36,,1.9,-15.1,1019.4,,1030.4,,1,,1.71,,,,0,0,,,3625,,,1,,-1.4,-1.6,-0.3,0.7
108,서울,2025-01-10 16:00,-2.3,,,,2.1,,270,,36,,1.9,-15.3,1019.4,,1030.4,,1,,1.18,,,,0,0,,,3883,,,-0.3,,-1.3,-1.5,-0.3,0.7
108,서울,2025-01-10 17:00,-3,,,,2.1,,270,,42,,2.1,-14.1,1019.5,,1030.6,,1,,0.52,,,,0,0,,,3990,,,-0.7,,-1.3,-1.4,-0.3,0.7
108,서울,2025-01-10 18:00,-4.2,,,,1.4,,290,,45,,2,-14.3,1019.8,,1030.9,,0.2,,0.06,,,,0,0,,,3631,,,-2.2,,-1.3,-1.5,-0.2,0.8
108,서울,2025-01-10 19:00,-5.2,,,,1.6,,360,,47,,2,-14.7,1019.9,,1031.1,,,9,,9,,,0,0,,,3275,,,-3.9,,-1.6,-1.6,-0.1,0.8
108,서울,2025-01-10 20:00,-5.7,,,,0.7,,360,,50,,2,-14.4,1020.1,,1031.3,,,9,,9,,,0,0,,,3277,,,-4.9,,-1.8,-1.8,-0.1,0.9
108,서울,2025-01-10 21:00,-6.1,,,,0.9,,320,,54,,2.1,-13.9,1020.5,,1031.7,,,9,,9,,,6,6,Sc,9,2978,,,-5.3,,-2,-2,-0.1,0.9
108,서울,2025-01-10 22:00,-5.9,,,,0.9,,340,,56,,2.2,-13.2,1020.7,,1031.9,,,9,,9,,,8,8,,8,2988,,,-5,,-2.2,-2.1,-0.1,0.9
108,서울,2025-01-10 23:00,-6,,,,1,,50,,59,,2.3,-12.7,1020.7,,1031.9,,,9,,9,,,7,7,,6,2985,,,-5,,-2.3,-2.3,-0.1,0.9
108,서울,2025-01-11 0:00,-6.1,,,,1.5,,360,,59,,2.3,-12.8,1020.4,,1031.6,,,9,,9,,,6,6,,,2762,,,-5,,-2.4,-2.3,-0.1,0.9
108,서울,2025-01-11 1:00,-6.4,,,,1.6,,270,,63,,2.4,-12.2,1020.1,,1031.3,,,9,,9,,,0,0,,,2541,,,-5.5,,-2.4,-2.4,-0.2,0.9
108,서울,2025-01-11 2:00,-7,,,,0.6,,340,,64,,2.3,-12.6,1019.8,,1031,,,9,,9,,,0,0,,,2705,,,-6.2,,-2.6,-2.5,-0.2,0.8
108,서울,2025-01-11 3:00,-7.5,,,,0.8,,290,,66,,2.3,-12.7,1019.9,,1031.2,,,9,,9,,,0,0,,,2828,,,-6.6,,-2.8,-2.7,-0.2,0.9
108,서울,2025-01-11 4:00,-8.1,,,,1.1,,290,,67,,2.2,-13.1,1019.4,,1030.7,,,9,,9,,,0,0,,,2670,,,-6.8,,-3,-2.9,-0.2,0.8
108,서울,2025-01-11 5:00,-8.5,,,,1.5,,50,,71,,2.3,-12.8,1019,,1030.3,,,9,,9,,,0,0,,,2517,,,-7,,-3,-3.1,-0.2,0.8
108,서울,2025-01-11 6:00,-9,,,,1.6,,50,,72,,2.2,-13.1,1018.8,,1030.1,,,9,,9,,,0,0,,,2354,,,-7.2,,-3.2,-3.3,-0.2,0.8
108,서울,2025-01-11 7:00,-9.2,,,,2.6,,50,,72,,2.2,-13.3,1019,,1030.3,,,9,,9,,,0,0,,,2133,,,-7.3,,-3.3,-3.4,-0.3,0.8
108,서울,2025-01-11 8:00,-9.4,,,,2.4,,50,,73,,2.2,-13.3,1019.4,,1030.7,,0,,0,,,,0,0,,,2014,,,-7.4,,-3.4,-3.5,-0.3,0.8
108,서울,2025-01-11 9:00,-8.7,,,,2,,70,,71,,2.3,-13,1020,,1031.3,,0.9,,0.31,,,,0,0,,,2156,,,-6.6,,-3.5,-3.6,-0.4,0.7
108,서울,2025-01-11 10:00,-6.3,,,,2.3,,50,,62,,2.4,-12.4,1020.1,,1031.3,,1,,0.85,,,,0,0,,,2072,,,-3.1,,-3.3,-3.5,-0.4,0.7
108,서울,2025-01-11 11:00,-4.4,,,,2.2,,20,,55,,2.4,-12.1,1019.8,,1030.9,,1,,1.45,,,,0,0,,,2251,,,-1,,-2.8,-3.1,-0.5,0.6
108,서울,2025-01-11 12:00,-2.7,,,,1,,290,,51,,2.6,-11.4,1018.7,,1029.7,,1,,1.82,,,,0,0,,,2364,,,0.9,,-2.7,-2.6,-0.5,0.6
108,서울,2025-01-11 13:00,-0.5,,,,1.5,,180,,45,,2.6,-11,1017.5,,1028.4,,1,,1.99,,,,0,0,,,2201,,,3,,-2.3,-2.2,-0.5,0.6
108,서울,2025-01-11 14:00,-0.9,,,,2.7,,270,,39,,2.2,-13.1,1016.9,,1027.9,,1,,1.94,,,,0,0,,,3111,,,3.1,,-2,-1.8,-0.4,0.7
108,서울,2025-01-11 15:00,0.3,,,,3.4,,200,,37,,2.3,-12.7,1016.5,,1027.4,,1,,1.67,,,,0,0,,,3561,,,1.6,,-1.7,-1.5,-0.4,0.7
108,서울,2025-01-11 16:00,-0.6,,,,2,,290,,38,,2.2,-13.1,1016.4,,1027.3,,1,,1.15,,,,0,0,,,3509,,,-0.3,,-1.2,-1.3,-0.3,0.7
108,서울,2025-01-11 17:00,-1.4,,,,2.1,,270,,40,,2.2,-13.2,1016.3,,1027.3,,1,,0.51,,,,0,0,,,3178,,,-0.4,,-1.1,-1.2,-0.3,0.7
108,서울,2025-01-11 18:00,-2.5,,,,1.9,,270,,45,,2.3,-12.8,1016.4,,1027.4,,0.2,,0.05,,,,0,0,,,2866,,,-1.4,,-1.2,-1.3,-0.3,0.7
108,서울,2025-01-11 19:00,-3.3,,,,2.6,,270,,53,,2.5,-11.5,1016.4,,1027.4,,,9,,9,,,0,0,,,2763,,,-2.7,,-1.4,-1.4,-0.3,0.7
108,서울,2025-01-11 20:00,-4,,,,1.2,,270,,56,,2.5,-11.5,1016.2,,1027.3,,,9,,9,,,0,0,,,2539,,,-4.1,,-1.5,-1.5,-0.2,0.7
108,서울,2025-01-11 21:00,-5,,,,0.4,,0,,55,,2.3,-12.6,1016,,1027.1,,,9,,9,,,0,0,,,2652,,,-4.9,,-1.7,-1.7,-0.2,0.8
108,서울,2025-01-11 22:00,-5.4,,,,0.8,,270,,57,,2.3,-12.5,1016,,1027.1,,,9,,9,,,0,0,,,2667,,,-5.4,,-1.9,-2,-0.2,0.7
108,서울,2025-01-11 23:00,-6,,,,1.4,,270,,61,,2.4,-12.3,1015.7,,1026.9,,,9,,9,,,0,0,,,2508,,,-5.8,,-2.1,-2.2,-0.2,0.8
108,서울,2025-01-12 0:00,-6,,,,0.7,,270,,62,,2.4,-12.1,1015.3,,1026.4,,,9,,9,,,0,0,,,2459,,,-6,,-2.3,-2.4,-0.2,0.7
108,서울,2025-01-12 1:00,-6.1,,,,1.6,,20,,61,,2.4,-12.4,1014.9,,1026.1,,,9,,9,,,0,0,,,1971,,,-6.2,,-2.5,-2.6,-0.3,0.7
108,서울,2025-01-12 2:00,-6.4,,,,1.8,,20,,65,,2.5,-11.9,1014.6,,1025.8,,,9,,9,,,0,0,,,2112,,,-6.5,,-2.6,-2.7,-0.4,0.7
108,서울,2025-01-12 3:00,-6.8,,,,1.8,,20,,67,,2.5,-11.9,1014.3,,1025.5,,,9,,9,,,0,0,,,2145,,,-6.6,,-2.8,-2.9,-0.4,0.6
